UserID,Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Engagement,Importance Score,Time Spent On Video,Number of Videos Watched,Scroll Rate,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType,Watch Hour,Time per Session,Engagement Efficiency,Videos per Session,Video Consumption Ratio,Time of Day,Time per Session_log,Engagement Efficiency_log,Videos per Session_log,Video Consumption Ratio_log
717,-1.0366833725599243,Female,India,-0.12013875950703452,1,0,Driver,Rural,Facebook,-0.5768755225560006,8,Jokes/Memes,14,4862,9,25,25,33,1,9,Habit,Tablet,Ios,22:15:00,3,7,At School,Mobile Data,22,-0.38209653167826,-0.16577184131649644,-0.22932677337299068,0.23995989789837657,Night,-0.48142303385159096,-0.181248342474313,-0.2604908258349379,0.2150790386894483
718,0.445775332659473,Female,Mexico,-0.8509071875415201,0,1,Waiting Staff,Rural,Instagram,-0.1597651790147037,6,Vlogs,12,4177,9,5,36,48,7,3,Procrastination,Tablet,Android,09:55:00,9,1,At Home,Mobile Data,9,-0.12767473862804823,-0.33921223450998805,0.17735859636870635,-0.554444101413344,Morning,-0.13659291846216579,-0.4143225716410597,0.1632734516877022,-0.8084325661228
719,1.557619361574021,Female,India,-0.72546640529369,0,1,Driver,Rural,Tiktok,-0.6126278377166832,10,Vlogs,10,1744,3,6,24,22,5,5,Boredom,Smartphone,Windows,16:25:00,7,3,At School,Mobile Data,16,-0.45450115262535584,-0.4705828866052946,-0.3309981158084149,-0.4623392898989416,Afternoon,-0.6060545866816487,-0.6359786636921444,-0.40196840242800175,-0.6205275681337239
720,-1.4072980488647737,Other,Mexico,-0.5303081990411856,0,1,Students,Urban,Youtube,-0.600710399329789,5,Life Hacks,20,2256,5,5,31,94,4,6,Entertainment,Smartphone,Windows,17:45:00,6,4,At Home,Mobile Data,17,-0.19806812010439143,-0.42043305161069555,0.20560063593410202,-0.5007162946966093,Evening,-0.22073161250906484,-0.5454740950247629,0.18697789581350494,-0.6945807970904432
721,0.6681441384423826,Male,India,1.6196355305733363,1,1,Waiting Staff,Urban,Facebook,-0.9463161125497207,18,Trends,20,7612,6,19,39,54,5,5,Entertainment,Tablet,Android,16:25:00,7,3,Commuting,Wi-Fi,16,-0.6053441129318056,0.4335069097992772,-0.36347646130861994,0.32055160797347876,Afternoon,-0.9297410657511118,0.36012382655937175,-0.4517338802208999,0.2780495341371247
722,-1.7037897899086532,Male,United States,-1.654343595614735,0,0,Students,Rural,Instagram,-1.3515090177041233,10,Vlogs,26,8713,6,27,46,4,4,6,Boredom,Smartphone,Android,17:45:00,6,4,At Work,Mobile Data,17,-0.6103722116086872,1.6989479269072236,-0.020335680589063085,2.036003722429223,Evening,-0.9425633843175806,0.9928620403733561,-0.02054529720806476,1.1105420856292139
723,-0.4436998904721654,Other,United States,0.49007837913605523,1,1,Labor/Worker,Rural,Instagram,0.8055473303237263,10,Pranks,21,7196,8,8,13,87,4,6,Boredom,Smartphone,Android,17:45:00,6,4,At Home,Mobile Data,17,-0.15532928135089738,-0.31268822539501745,-0.4863293334180909,-0.5506064009335772,Evening,-0.16880840964282023,-0.3749672693194046,-0.666172945374254,-0.7998561626202335
724,0.5940212031814127,Female,United States,-0.9236594691812225,0,0,Cashier,Urban,Instagram,-1.5541054702813248,7,Gaming,13,5423,6,9,10,55,4,6,Boredom,Tablet,Windows,17:45:00,6,4,At School,Wi-Fi,17,-0.6304846063162138,1.9954126141154422,-0.4679720077005838,0.953772187134995,Evening,-0.9955628786124514,1.097081989729554,-0.6310591739205581,0.6697619588682084
725,1.7058652320959606,Female,Mexico,-1.1625280555382296,0,1,Artist,Rural,Facebook,-0.14784774062780948,18,Life Hacks,29,5089,6,15,23,44,5,5,Procrastination,Tablet,Ios,16:25:00,7,3,At School,Wi-Fi,16,-0.5118214775418067,-0.27424377357355023,-0.4891535373746304,-0.2781296668701368,Afternoon,-0.7170741153171217,-0.3205410968149235,-0.6716861984565528,-0.3259097502212044
726,-0.9625604372989545,Female,Pakistan,0.5632521687806228,1,0,Students,Rural,Youtube,0.364602110008641,1,Asmr,19,6608,4,4,18,89,5,5,Entertainment,Tablet,Ios,16:25:00,7,3,At School,Mobile Data,16,3.869663709492868,-0.27735701634225723,1.871880970292444,-0.6081719081300787,Afternoon,1.5830248812179721,-0.3248399773190288,1.0549672054428683,-0.9369320765271262
727,-0.2213310846892558,Female,United States,0.4351137353016566,1,1,Cashier,Rural,Tiktok,0.7817124535499379,7,Trends,15,9717,7,25,32,12,1,9,Habit,Computer,Macos,22:15:00,3,7,At Home,Wi-Fi,22,0.073449208447218,-0.19060609695503072,-0.024571986523872342,-0.25126576351176944,Night,0.07087702324178016,-0.21146957925348533,-0.02487891613076759,-0.2893711828782972
728,0.1492835916155935,Female,Germany,0.8062936843857934,1,0,Students,Rural,Youtube,-1.4110962096385944,1,Pranks,8,1469,8,9,33,81,4,6,Habit,Tablet,Android,17:00:00,6,4,Commuting,Mobile Data,17,0.12373019521603457,-0.19330970251732893,3.990033937697116,0.3550909122913797,Evening,0.11665368281393938,-0.21481545452858175,1.6074427108820062,0.303868546022944
729,0.07516065635462366,Male,United States,0.7206854085977078,1,1,Waiting Staff,Rural,Instagram,-0.5172883306215296,15,Asmr,23,2675,3,7,36,79,4,6,Habit,Computer,Android,17:00:00,6,4,At Home,Mobile Data,17,-0.5248945341016991,-0.39552710946103975,-0.3309981158084149,-0.4431507875001077,Evening,-0.7442184661231714,-0.5033984560223014,-0.40196840242800175,-0.5854607893491239
730,-0.14720814942828594,Male,India,-0.49376345501938845,0,0,Waiting Staff,Rural,Instagram,-0.04059079514576171,4,Trends,21,1513,7,8,28,74,4,6,Boredom,Smartphone,Android,17:00:00,6,4,At Work,Mobile Data,17,0.2242921687536677,-0.5444916795716047,0.3185687941956845,-0.4853654927775422,Evening,0.20236285556797784,-0.78634129586631,0.27654690155602063,-0.6642983249845816
731,0.2234065268765634,Female,Brazil,1.6151253949212807,1,1,Engineer,Rural,Tiktok,0.3765195483955352,10,Vlogs,10,4876,3,15,16,99,5,5,Boredom,Smartphone,Android,14:00:00,7,3,Commuting,Wi-Fi,14,-0.24583505753476712,-0.3763151244804664,-0.44396627406999745,-0.3779098793440727,Afternoon,-0.2821441783127243,-0.4721100453520172,-0.5869263284236991,-0.4746703082239321
732,-0.8143145667770147,Other,India,-1.2232673590392789,0,0,Driver,Rural,Youtube,-1.3515090177041233,9,Pranks,3,1451,8,19,16,52,5,5,Entertainment,Tablet,Android,14:00:00,7,3,At School,Mobile Data,14,-0.5998132043872357,-0.25814503136168393,-0.41854843846114137,1.2262489211984355,Afternoon,-0.9158238518476874,-0.2986015149757408,-0.5422276096523,0.8003180710392186
733,0.6681441384423826,Male,Vietnam,-0.10740921776011092,1,1,Waiting Staff,Rural,Instagram,0.007078958401815083,2,Comedy,21,4654,1,15,18,93,7,3,Habit,Smartphone,Macos,08:00:00,9,1,At Home,Mobile Data,8,1.2047714107455905,-0.33562790895391104,0.6009891898496408,-0.3126689711880377,Morning,0.7906238349287449,-0.40891290837740835,0.4706216818678848,-0.3749392559228581
734,0.7422670737033524,Female,India,-1.1774494389104513,0,0,Waiting Staff,Rural,Instagram,-1.1965823186744988,14,Trends,3,3007,1,5,8,76,1,9,Entertainment,Smartphone,Android,21:00:00,3,7,At Home,Mobile Data,21,-0.6143946905501925,-0.04536922542278596,-0.5894127778317849,-0.31650667166780444,Night,-0.9529409470205025,-0.0464306367388907,-0.8901668947835958,-0.3805383839013308
735,1.2611276205301414,Other,Germany,-1.2071236024529486,0,1,Waiting Staff,Rural,Youtube,0.7817124535499379,16,Gaming,26,3124,6,19,42,65,5,5,Boredom,Smartphone,Ios,14:00:00,7,3,At Home,Wi-Fi,14,-0.3650009961768624,-0.5017562780130053,-0.2999318722864797,-0.35488367646547214,Afternoon,-0.4541318488731363,-0.6966659200950683,-0.35657762336950355,-0.4383246318816919
736,0.8163900089643223,Male,Pakistan,-1.1236650174896747,0,0,Students,Rural,Instagram,0.5910334393596307,1,Entertainment,5,1753,9,7,16,65,4,6,Entertainment,Smartphone,Ios,17:00:00,6,4,At Work,Mobile Data,17,4.3473330837966255,-0.5598735566722557,1.5894605746384878,-0.5582818018931107,Evening,1.6765979476109867,-0.8206932221536055,0.9514495816793984,-0.8170831610769232
737,-1.7037897899086532,Other,United States,1.142277715063701,1,1,Waiting Staff,Rural,Youtube,0.20967541097901643,2,Life Hacks,16,1612,4,6,11,10,5,5,Boredom,Tablet,Windows,14:00:00,7,3,At Home,Mobile Data,14,1.4184656045130608,-0.5515067167313558,0.10675349745521728,-0.554444101413344,Afternoon,0.8831332913534562,-0.8018615735850725,0.10143095273825989,-0.8084325661228
738,-0.2213310846892558,Female,United States,1.2381707861704931,1,0,Students,Rural,Instagram,-0.9343986741628265,7,Gaming,17,3275,6,27,6,18,3,7,Boredom,Computer,Android,17:00:00,5,5,At Home,Mobile Data,17,-0.4436907404700603,-0.18974585882157227,-0.5484618204619612,0.7273478588287559,Evening,-0.5864309171896207,-0.21040732598504674,-0.7950953481541791,0.5465872026387415
739,-1.3331751136038037,Male,Indonesia,-0.2837681669956354,1,1,Cashier,Rural,Youtube,1.1988227970912348,10,Gaming,6,8747,5,19,1,47,9,1,Habit,Tablet,Ios,21:00:00,10,0,At School,Mobile Data,21,-0.07236565318235004,-0.29372202273828935,-0.6557815708104647,-0.4047737827024401,Night,-0.07511764666913552,-0.3477463834842018,-1.0664788545417574,-0.5188137485543692
740,0.29752946213753323,Female,Mexico,-1.254416800598804,0,1,Driver,Rural,Tiktok,1.3775843728946477,1,Asmr,26,2049,1,25,12,66,3,7,Habit,Smartphone,Ios,14:00:00,5,5,Commuting,Mobile Data,14,6.0066056471675715,-0.5705958105500064,1.0246197833305752,-0.3318574735868715,Afternoon,1.946853367965548,-0.8453566370643393,0.7053819216109048,-0.40325376531021156
741,-0.5178228257331352,Female,Pakistan,0.1350000358377622,1,1,Students,Rural,Instagram,0.11433590388386286,13,Asmr,20,824,6,28,38,49,9,1,Entertainment,Smartphone,Android,14:00:00,10,0,At Home,Mobile Data,14,-0.39466677837046416,-0.5967716280395295,-0.2575688129383863,-0.024841435205530303,Afternoon,-0.5019761930217302,-0.9082521977351644,-0.29782508995819007,-0.02515519064877505
742,-1.4072980488647737,Other,Indonesia,1.6416382484272904,1,1,Driver,Rural,Tiktok,0.8651345222581973,1,Entertainment,20,3030,9,17,28,72,3,7,Habit,Tablet,Macos,17:00:00,5,5,At Home,Mobile Data,17,4.925564431638016,-0.5106556463222367,3.2839829485622256,-0.40093608222267335,Evening,1.7792759452077054,-0.7146888375895396,1.4548831723166629,-0.5123869790848563
743,0.5198982679204428,Male,Vietnam,-1.3259045582239113,0,0,Labor/Worker,Rural,Instagram,0.2811800413003816,5,Life Hacks,16,1081,3,10,45,22,3,7,Habit,Tablet,Windows,14:00:00,5,5,At Home,Mobile Data,14,0.17401118198485113,-0.5859264829998563,0.6009891898496408,-0.4738523913382419,Afternoon,0.16042624604951541,-0.8817117436267711,0.4706216818678848,-0.6421734807799709
744,-1.4072980488647737,Female,India,-1.3584871269999774,0,1,Students,Rural,Instagram,-1.327674140930335,16,Trends,24,5299,3,19,17,86,8,2,Habit,Smartphone,Ios,17:00:00,10,0,At Home,Wi-Fi,17,-0.6430548530084179,0.7074825143756519,-0.5202197808965656,1.1303064092042663,Evening,-1.0301731588913743,0.5350200719275933,-0.7344271568056677,0.7562658234618367
745,1.038758814747232,Female,Mexico,0.06894973147541354,1,0,Manager,Rural,Facebook,1.0677309748353987,15,Life Hacks,2,492,2,11,1,26,6,4,Habit,Computer,Android,17:00:00,8,2,At School,Mobile Data,17,-0.3018983577819976,-0.6282829701425275,-0.660017876745274,-0.5160670966156764,Evening,-0.35939056759771537,-0.9896223865932076,-1.078862241416807,-0.7258090112466771
746,-1.5555439193867133,Male,Mexico,-1.1858795990077515,0,1,Cashier,Rural,Youtube,1.6636028941801084,17,Pranks,20,4764,4,15,32,90,8,2,Boredom,Computer,Ios,14:00:00,10,0,At Work,Wi-Fi,14,-0.2755008397283689,-0.48153044094657016,-0.40442741867844356,-0.49304089373707577,Afternoon,-0.3222746762674394,-0.6568739626726198,-0.5182320146222121,-0.6793249369025384
747,-0.07308521416731607,Male,Japan,-0.8174394519552375,0,0,Cashier,Urban,Tiktok,-1.3515090177041233,16,Entertainment,15,7202,3,10,8,9,6,4,Habit,Smartphone,Ios,14:00:00,8,2,At Home,Wi-Fi,14,-0.646071712214547,1.2917378209463826,-0.5992974916796734,0.316713907493712,Afternoon,-1.038660963247081,0.8293104035427503,-0.9145360015135451,0.2751391687104293
748,0.9646358794862621,Female,Japan,1.5361769456100625,1,1,Engineer,Urban,Tiktok,0.6267857545203134,13,Pranks,18,8266,2,11,40,21,8,2,Boredom,Smartphone,Android,21:00:00,10,0,At Work,Wi-Fi,21,-0.3114517452680728,-0.23422221850740915,-0.23497518128606978,-0.4853654927775422,Night,-0.3731698765127776,-0.26686325381950354,-0.2678470029185488,-0.6642983249845816
749,0.9646358794862621,Male,India,-1.0321134788329922,0,0,Students,Rural,Tiktok,1.3537494961208594,11,Pranks,1,3360,1,23,43,95,8,2,Procrastination,Smartphone,Windows,08:00:00,10,0,At School,Mobile Data,8,-0.10027160083904321,-0.5193399550981036,-0.11777071708967793,-0.3587213769452389,Morning,-0.10566233991223231,-0.7325950261098921,-0.1253032988103475,-0.44429124715062224
750,-1.0366833725599243,Female,India,0.5396477205081815,1,1,Waiting Staff,Rural,Youtube,1.6516854557932144,17,Pranks,26,8562,3,3,46,63,8,2,Boredom,Smartphone,Android,08:00:00,10,0,At School,Mobile Data,8,-0.27700926933143344,-0.346831486549192,-0.2872229544820517,-0.6542243138872799,Morning,-0.3243588775576094,-0.42592012258285367,-0.33858660660172185,-1.0619650201982416
751,-1.0366833725599243,Male,India,1.582332072142782,1,0,Teacher,Rural,Facebook,-0.66029759126426,17,Entertainment,29,4682,6,3,24,6,6,4,Boredom,Smartphone,Windows,14:00:00,8,2,At Work,Wi-Fi,14,-0.5638622988475318,-0.14972430375543117,-0.47079621165712326,-0.5736326038121778,Afternoon,-0.8297972571650225,-0.16219463356436375,-0.6363816881447432,-0.8524538720280952
752,-0.36957695521119555,Male,India,-0.7689660313957601,0,1,Cashier,Rural,Tiktok,0.07858358872318026,2,Entertainment,29,328,9,18,10,14,8,2,Boredom,Computer,Android,17:00:00,10,0,At Work,Mobile Data,17,1.2801928908988154,-0.6279245375869198,0.036148398541728216,-0.2551034639915362,Evening,0.824260040659274,-0.9886585893323361,0.03551037541480408,-0.294509948087986
753,-0.5178228257331352,Male,United States,0.6181325110140483,1,0,Labor/Worker,Urban,Youtube,1.2703274274126,13,Gaming,19,9982,5,25,47,33,8,2,Entertainment,Smartphone,Ios,17:00:00,10,0,At Home,Wi-Fi,17,-0.2068672927889343,-0.25296312070061244,-0.1587216744595016,-0.3203443721475712,Evening,-0.23176472303689752,-0.2916407251892739,-0.1728327278138234,-0.38616903871956154
754,-0.2213310846892558,Other,United States,0.3788002658516899,1,1,Students,Rural,Instagram,1.6755203325670027,14,Trends,12,8968,3,11,39,71,9,1,Boredom,Tablet,Macos,21:00:00,10,0,At School,Mobile Data,21,-0.18147539447068198,-0.33466526151885023,-0.27592613865589344,-0.5467687004538104,Night,-0.20025182088874463,-0.40746499883545173,-0.3228618733688605,-0.7913526887836867
755,-0.7401916315160448,Male,Japan,-1.3032695783626598,0,0,Labor/Worker,Rural,Tiktok,0.6625380696809959,11,Vlogs,8,4674,5,20,39,24,6,4,Entertainment,Smartphone,Macos,08:00:00,8,2,At Work,Wi-Fi,8,-0.23276200097487484,-0.41794450558176205,-0.1686063883073901,-0.3203443721475712,Morning,-0.2649582271489357,-0.5411894845622535,-0.18465193598839358,-0.38616903871956154
756,-1.110806307820894,Male,Japan,-1.6077669610771503,0,1,Waiting Staff,Rural,Tiktok,-1.1727474419007105,10,Vlogs,6,4316,5,26,10,73,6,4,Boredom,Smartphone,Ios,08:00:00,8,2,At Home,Mobile Data,8,-0.5726614715320748,0.18477519806784568,-0.5286923927661843,1.1917096168805346,Morning,-0.8501787731422994,0.1695530503187234,-0.7522443042240573,0.784681886259456
757,1.6317422968349908,Female,Japan,1.142699223068566,1,0,Driver,Rural,Facebook,-1.3634264560910176,3,Vlogs,12,9379,5,29,36,75,3,7,Procrastination,Computer,Android,17:00:00,5,5,At Work,Mobile Data,17,-0.39592380303968455,1.9467477139940752,1.0246197833305752,2.316155857452197,Evening,-0.5040549350962501,1.0807020923523143,0.7053819216109048,1.198806237812715
758,-1.7037897899086532,Female,Pakistan,-0.8309698589114046,0,1,Waiting Staff,Urban,Tiktok,-1.4945182783468538,17,Gaming,7,9695,7,22,25,87,8,2,Boredom,Smartphone,Android,14:00:00,10,0,At Home,Mobile Data,14,-0.6674411315912939,3.1695045341942234,-0.46232359978750465,2.554093287197736,Afternoon,-1.1009383867116158,1.4277972120114475,-0.6204983863798579,1.268099977896059
759,1.557619361574021,Female,Brazil,-0.6407854471163075,0,0,Teacher,Urban,Tiktok,-0.18360005578849206,15,Vlogs,18,5803,5,18,10,51,8,2,Entertainment,Smartphone,Android,08:00:00,10,0,Commuting,Mobile Data,8,-0.4778818114728556,-0.2122144595930957,-0.5752917580490872,-0.1860248553557344,Morning,-0.6498613019245029,-0.23852938300968274,-0.8563528353268154,-0.2058254482808489
760,-0.8143145667770147,Other,India,0.09883464902034347,1,1,Labor/Worker,Urban,Instagram,0.30501491807417,9,Gaming,22,3325,7,25,19,2,6,4,Boredom,Smartphone,Android,14:00:00,8,2,At School,Mobile Data,14,-0.21139258159812777,-0.45680883553979823,-0.3719490731782386,-0.1514855510378336,Afternoon,-0.23748665053001303,-0.610293968591217,-0.46513402213662686,-0.1642681656229493
761,-1.4814209841257435,Female,Pakistan,-0.27689758651633556,1,1,Students,Rural,Youtube,1.210740235478129,10,Comedy,14,8379,9,15,46,15,8,2,Habit,Tablet,Ios,21:00:00,10,0,At Home,Wi-Fi,21,-0.06985160384390918,-0.3100153426231999,-0.020335680589063085,-0.46617699037870836,Night,-0.07241113980485969,-0.37108591732384555,-0.02054529720806476,-0.6276909376179565
762,-1.7037897899086532,Male,United States,0.9215761237163764,1,1,Students,Rural,Youtube,-0.7913894135200962,8,Entertainment,8,1214,5,7,45,35,3,7,Procrastination,Computer,Android,14:00:00,5,5,At Home,Wi-Fi,14,-0.4389140467270227,-0.5029237440512704,0.12369872119445469,-0.3779098793440727,Afternoon,-0.5778811708052328,-0.6990118321626556,0.11662567389997364,-0.4746703082239321
763,1.1870046852691716,Female,United States,-1.2357439959832834,0,1,Waiting Staff,Rural,Facebook,1.0558135364485044,13,Vlogs,24,7556,2,10,15,36,8,2,Boredom,Smartphone,Android,14:00:00,10,0,At Home,Mobile Data,14,-0.2418125785932618,-0.3267695043653204,-0.5075108630921377,-0.5314178985347433,Afternoon,-0.27682466611040485,-0.395667518174723,-0.708282875653127,-0.7580439494013486
764,0.5940212031814127,Male,Vietnam,1.1845971187521491,1,0,Engineer,Rural,Instagram,0.7340427000023612,18,Life Hacks,20,9301,5,21,16,92,8,2,Entertainment,Tablet,Android,21:00:00,10,0,At School,Mobile Data,21,-0.4084940497318887,-0.20199401129319577,-0.544225514527152,-0.3126689711880377,Night,-0.5250835359894221,-0.22563917691536986,-0.7857571411992891,-0.3749392559228581
765,0.7422670737033524,Male,Germany,-0.4764816268199226,0,1,Teacher,Rural,Youtube,1.2584099890257059,5,Jokes/Memes,22,8722,8,23,2,39,9,1,Procrastination,Tablet,Android,17:00:00,10,0,At School,Mobile Data,17,0.5863152734891469,-0.3016280208219794,-0.6134185114623711,-0.35104597598570536,Evening,0.4614138887595863,-0.35900339671349224,-0.9504125960816131,-0.43239340605968185
766,0.29752946213753323,Male,Mexico,1.4567648374934925,1,0,Waiting Staff,Urban,Instagram,0.8532170838713031,6,Life Hacks,14,9262,4,20,29,4,6,4,Habit,Smartphone,Macos,21:00:00,8,2,Commuting,Mobile Data,21,0.22856605262901714,-0.22383791532494576,0.012142664911141946,-0.34720827550593863,Night,0.20584767842749602,-0.25339390860570243,0.012069534161835233,-0.4264971523518372
767,0.5198982679204428,Male,India,-0.7373529310308836,0,1,Teacher,Urban,Youtube,0.8651345222581973,17,Jokes/Memes,5,3136,2,29,4,64,3,7,Habit,Computer,Ios,21:00:00,5,5,At Home,Mobile Data,21,-0.37455438366293753,-0.5058116863564526,-0.6360121431146877,-0.19753795679503472,Night,-0.4692908971603022,-0.7048386327255401,-1.0106347721070463,-0.2200707232835198
768,-1.184929243081864,Male,Indonesia,1.3149695446568999,1,0,Cashier,Rural,Instagram,0.18584053420522803,11,Pranks,9,9154,3,10,29,74,8,2,Boredom,Computer,Android,17:00:00,10,0,At Home,Mobile Data,17,-0.324273396894121,-0.08783836279721968,-0.2971076683299402,-0.4623392898989416,Evening,-0.3919667180196941,-0.09193807083687724,-0.3525515544200946,-0.6205275681337239
769,1.1128817500082018,Male,Philippines,1.3398806677444224,1,1,Students,Rural,Facebook,-0.8748114822283555,16,Asmr,8,6618,9,13,31,6,8,2,Habit,Smartphone,Windows,17:00:00,10,0,At Home,Mobile Data,17,-0.5832204787535263,0.21971725177451754,-0.3959548068088249,-0.05170533856389758,Evening,-0.8751979230358711,0.198619071043912,-0.5041062606822382,-0.05309000072329437
770,0.1492835916155935,Male,United States,0.8532075253272702,1,0,Labor/Worker,Rural,Tiktok,-0.6841324680380484,9,Jokes/Memes,2,5265,9,15,17,57,3,7,Boredom,Smartphone,Android,21:00:00,5,5,Commuting,Mobile Data,21,-0.4434393355362162,-0.07557996939543592,-0.4030153167001738,-0.07856924192226497,Night,-0.5859791034911812,-0.07858873205362488,-0.5158638220328526,-0.08182764514282861
771,0.7422670737033524,Female,Vietnam,-1.1412419012925459,0,1,Artist,Rural,Facebook,1.4848413183766955,2,Trends,28,7089,8,23,10,30,3,7,Entertainment,Smartphone,Ios,08:00:00,5,5,Commuting,Mobile Data,8,2.763482000578904,-0.38614641743427786,0.036148398541728216,-0.37407217886430594,Morning,1.3253445928528484,-0.48799884414893835,0.03551037541480408,-0.4685202162299599
772,-1.5555439193867133,Female,India,0.7239310202351684,1,0,Students,Urban,Youtube,-0.8748114822283555,5,Asmr,16,7965,8,18,27,99,6,4,Boredom,Smartphone,Android,21:00:00,8,2,At Home,Mobile Data,21,-0.3137143896726695,0.39656787471136246,0.09263247767251953,0.19390749214117545,Night,-0.37646139631733094,0.33401770866728603,0.08858990166356195,0.17723153470019443
773,-0.8884375020379846,Other,Germany,0.2768374794748415,1,1,Students,Rural,Facebook,-0.5172883306215296,1,Vlogs,13,9597,8,23,41,74,3,7,Habit,Smartphone,Ios,14:00:00,5,5,At Home,Mobile Data,14,2.0092671990466555,0.2608345863678022,5.1197155203129405,0.1248288835053736,Afternoon,1.101696593654464,0.23177387182628645,1.8115156118348417,0.1176309205366863
774,-1.7037897899086532,Female,Pakistan,1.0178064012270605,1,0,Students,Rural,Tiktok,0.8770519606450915,4,Vlogs,7,8708,8,4,15,96,6,4,Habit,Computer,Macos,17:00:00,8,2,At Home,Mobile Data,17,0.7082466664035271,-0.2528402295386898,-0.14036434874199447,-0.6235227100491458,Evening,0.5354675032081077,-0.29147623390598876,-0.15124664083230008,-0.9768975524170771
775,1.483496426313051,Other,India,-1.2297164315137137,0,1,Students,Rural,Facebook,0.22159284936591064,4,Jokes/Memes,16,6569,8,20,44,67,8,2,Entertainment,Smartphone,Android,17:00:00,10,0,At School,Mobile Data,17,0.36256488236791323,-0.25346492627846323,0.883409585503597,-0.23975266207246917,Evening,0.3093688665080036,-0.29231267888486534,0.633083743548644,-0.2741114540058927
776,-1.4072980488647737,Male,Mexico,1.2208046563700543,1,0,Labor/Worker,Urban,Youtube,-0.5768755225560006,3,Life Hacks,7,1491,1,17,31,90,8,2,Entertainment,Smartphone,Macos,14:00:00,10,0,At Work,Mobile Data,14,0.15716705141729753,-0.5009370036001877,0.7887987529595217,-0.05938073952343112,Afternoon,0.14597482103672985,-0.6950229459086793,0.5815443068403866,-0.0612168328824428
777,0.445775332659473,Male,India,-0.9231958103758711,0,1,Students,Urban,Youtube,0.3765195483955352,9,Jokes/Memes,27,5213,6,28,21,15,9,1,Habit,Tablet,Android,21:00:00,10,0,At School,Wi-Fi,21,-0.19479985596441837,-0.35746157205550066,-0.3408828296563034,-0.10543314528063236,Night,-0.216664406334771,-0.4423286539709616,-0.41685396006616265,-0.11141563906171514
778,0.445775332659473,Male,Brazil,1.2956644780340818,1,0,Labor/Worker,Rural,Facebook,0.2692626029134874,12,Gaming,14,4228,9,3,41,17,3,7,Procrastination,Smartphone,Android,21:00:00,5,5,At Work,Mobile Data,21,-0.34136893239551863,-0.40034034663634327,-0.18696371402489725,-0.6273604105289124,Night,-0.41759173796222226,-0.5113930291038633,-0.20697953823461487,-0.9871435745237
779,-0.5178228257331352,Male,Japan,0.5729468528925182,1,1,Waiting Staff,Rural,Tiktok,-0.32660931643122243,10,Jokes/Memes,14,7508,8,21,46,91,8,2,Entertainment,Tablet,Android,21:00:00,10,0,At Work,Wi-Fi,21,-0.39416396850277596,-0.02911686925851625,-0.020335680589063085,-0.04402993760436404,Night,-0.501145904611955,-0.029549177624132866,-0.02054529720806476,-0.04502868190681225
780,1.7058652320959606,Other,Japan,0.7953766270597894,1,0,Students,Rural,Facebook,0.9247217141926682,2,Pranks,12,4409,3,21,45,18,8,2,Entertainment,Smartphone,Ios,14:00:00,10,0,At School,Mobile Data,14,2.172680406045309,-0.4520160802248151,2.5073268605138455,-0.3395328745464051,Afternoon,1.1545767845673376,-0.6015093359405896,1.2548541691285897,-0.41480792847100856
781,-0.07308521416731607,Female,Mexico,-0.6635468793790186,0,1,Artist,Rural,Tiktok,-1.327674140930335,11,Jokes/Memes,1,590,1,2,26,19,6,4,Habit,Smartphone,Android,17:00:00,8,2,At Work,Mobile Data,17,-0.6143946905501925,-0.4981309887362873,-0.33664652372149406,-0.5007162946966093,Evening,-0.9529409470205025,-0.6894161270771627,-0.4104472841437499,-0.6945807970904432
782,-0.666068696255075,Female,Germany,-0.4666183395060811,0,1,Cashier,Rural,Instagram,-1.566022908668219,10,Gaming,1,7379,2,4,38,76,3,7,Entertainment,Smartphone,Macos,17:00:00,5,5,At School,Mobile Data,17,-0.6556250997006221,3.129206474013756,-0.13330383885064556,0.0749387772684057,Evening,-1.0660243885867884,1.418085251469581,-0.143066812124343,0.07226370857960744
783,0.9646358794862621,Male,Vietnam,1.1962307396864236,1,1,Labor/Worker,Rural,Tiktok,-0.14784774062780948,6,Pranks,12,9735,2,1,36,88,8,2,Habit,Smartphone,Macos,21:00:00,10,0,At Home,Wi-Fi,21,-0.12340085475269878,0.06804907610165431,0.17735859636870635,-0.6657374153265802,Night,-0.13170546607513248,0.06583369088831297,0.1632734516877022,-1.0958284132274105
784,-0.2213310846892558,Male,Pakistan,-1.00876193536347,0,1,Labor/Worker,Urban,Instagram,-0.4457837003001644,18,Life Hacks,20,3056,7,15,17,69,6,4,Habit,Smartphone,Android,08:00:00,8,2,At School,Mobile Data,8,-0.5467667633461342,-0.37465609379451065,-0.5371650046358031,-0.1860248553557344,Morning,-0.7913484147992143,-0.4694535306489337,-0.7703846699176969,-0.2058254482808489
